source,listing_url,title,price_lkr,address,bedrooms,bathrooms,house_sqft,land_perches,posted_on_text,sublocation,district,description_raw
ikman.lk,https://ikman.lk/en/ad/kaamr-3k-tni-vttee-nivsk-kuliytt-diimtt-for-rent-colombo,කාමර 3ක තනි වත්තේ නිවසක් කුලියට දීමට,70000,"piliyandala batakettara, Piliyandala, Colombo",3,1,1500,10,Posted on 18 Apr 1:06 am,Piliyandala,Colombo,"🏡 නිවසක් කුලියට දීමට ඇත  ✅ 120  බස් මාර්ගයට 2.km  ✅ නිවසේ සිට බස් මාර්ගයට 300 මී  ✅ නිදන කාමර 3  ✅ නාන කාමර 1  ✅ මුළුතැන්ගෙය  ✅ සාලය  ✅ වාහන නැවැත්වීමේ පහසුකම් ඇත    ✅ රජයේ පාසල්, රෝහල්, බැංකු වලට ඉතා සමීපයි  ✅ පිළියන්දල නගරට 3 km  ✅ සියලුම නාගරික පහසුකම් වලින් යුතුය .  ✅ නිදහස්, නිස්කලංක වැදගත් පරිසරයකි.  ✅ මාස 6 අත්තිකාරම් මුදලක් අවශ්‍යයි. වැඩි විස්තර සඳහා අමතන්න            * 70000/= per month.  * 6 months advance  *  Show more"
ikman.lk,https://ikman.lk/en/ad/single-house-malabe-junction-pets-okay-for-rent-colombo,Single House Malabe Junction Pets Okay,100000,"Malabe Junction, Battaramulla, Colombo",4,3,3750,0,Posted on 21 Apr 9:14 pm,Battaramulla,Colombo,Company Name : Daraa Salam Properties               > Rent Property >                                  Established in 2019 [6th Annevesarry ]  Note 1 : Half Month Broker Fess Aply                     Note 2 : No Fake Agents Plz  Note 3 : We Do Short Term & Long Term                                       * Apartment & House *                  ' Lanka & Abroad *  Note 4 : Check Our Properties                   Ikman. Lk Instagram & Tik Tok  Show more
ikman.lk,https://ikman.lk/en/ad/single-house-malabe-junction-for-rent-colombo,Single House Malabe Junction,100000,"Malabe, Battaramulla, Colombo",4,3,3750,0,Posted on 21 Apr 9:14 pm,Battaramulla,Colombo,Company Name : Daraa Salam Properties               > Rent Property >                                  Established in 2019 [6th Annevesarry ]  Note 1 : Half Month Broker                   Fess Aply   Note 2 : No Fake Agents Plz  Note 3 : We Do Short Term                    Long Term                  * Apartment & House *                  ' Lanka & Abroad *  Note 4 : Check Our Properties   Ikman. Lk Instagram & Tik Tok  Show more
ikman.lk,https://ikman.lk/en/ad/04-bedroom-house-for-rent-in-mattegoda-for-rent-colombo-2,04 Bedroom House for Rent in Mattegoda,120000,"Kottawa, Colombo",4,3,2000,10,Posted on 31 Mar 8:52 am,Kottawa,Colombo,"04 Bedroom House for Rent in Mattegoda   ✅ 10 Perches   ✅ 2000 SQFT   ✅ 04 Bedrooms   ✅ 03 Bathrooms   ✅ Living & Dining Area  ✅ Kitchen with Pantry   ✅ TV Lobby   ✅ Vehicles Parking  Space   • Few Minutes to Kottawa Junction with other conveniences.  💠 RENTAL DETAILS :  • Monthly Rental    - LKR 120,000  • ⁠Security Deposit - 05 Months   • ⁠Lease Contract   - Minimum 1 Year  Show more"
ikman.lk,https://ikman.lk/en/ad/first-floor-semi-furnished-kotte-madiwela-2-rooms-for-rent-colombo,First Floor Semi Furnished Kotte Madiwela 2 Rooms,75000,"Kotte Madiwela, Nugegoda, Colombo",2,2,1850,0,Posted on 21 Apr 9:14 pm,Nugegoda,Colombo,Company Name : Daraa Salam Properties               > Rent Property >                                  Established in 2019 [6th Annevesarry ]  Note 1 : Half Month Broker                   Fess Aply   Note 2 : No Fake Agents Plz  Note 3 : We Do Short Term                    Long Term                  * Apartment & House *                  ' Lanka & Abroad *  Note 4 : Check Our Properties   Ikman. Lk Instagram & Tik Tok  Show more
ikman.lk,https://ikman.lk/en/ad/1st-floor-kotte-madiwela-semi-furnished-with-ac-for-rent-colombo,1st Floor Kotte Madiwela Semi Furnished with Ac,75000,"Kotte Madiwela, Battaramulla, Colombo",2,1,1850,0,Posted on 21 Apr 9:14 pm,Battaramulla,Colombo,Company Name : Daraa Salam Properties               > Rent Property >                                  Established in 2019 [6th Annevesarry ]  Note 1 : Half Month Broker                   Fess Aply   Note 2 : No Fake Agents Plz  Note 3 : We Do Short Term                    Long Term                  * Apartment & House *                  ' Lanka & Abroad *  Note 4 : Check Our Properties   Ikman. Lk Instagram & Tik Tok  Show more
ikman.lk,https://ikman.lk/en/ad/05-br-furnished-house-for-rent-in-thalawathugoda-for-rent-colombo,05 BR Furnished House for Rent in Thalawathugoda,250000,"Talawatugoda, Colombo",5,3,3000,7,Posted on 31 Mar 8:35 am,Talawatugoda,Colombo,"05 BR Furnished House for Rent in Thalawathugoda  ✅ 07 Perches   ✅ 3000 SQFT   ✅ 05 Bedrooms   ✅ 03 Bathrooms   ✅ Living & Dining Area  ✅ Kitchen with Pantry   ✅ TV Lobby   • Few Minutes to Thalawathugoda Junction with other conveniences.  💠 RENTAL DETAILS :  • Monthly Rental    - LKR 250,000  • ⁠Security Deposit - 04 Months   • ⁠Lease Contract   - Minimum 1 Year  Show more"
ikman.lk,https://ikman.lk/en/ad/03-bedroom-house-for-rent-in-thalahena-for-rent-colombo-3,03 Bedroom House for Rent in Thalahena,250000,"Thalahena, Malabe, Colombo",3,3,2400,16,Posted on 31 Mar 8:33 am,Malabe,Colombo,"03 Bedroom House for Rent in Thalahena   ✅ 16 Perches   ✅ 2400 SQFT   ✅ 03 Bedrooms   ✅ 03 Bathrooms   ✅ Spacious Living & Dining Area  ✅ Kitchen with Pantry   ✅ TV Lobby   ✅ 06 Vehicles Parkings Space   ✅ Spacious Garden   ✅ Roof Terrace   📍Few Minutes to Koswatte Junction with other conveniences.  💰RENTAL DETAILS :  * Monthly Rental    - LKR 250,000  * ⁠Security Deposit - 04 Months   * ⁠Lease Contract   - Minimum 02 Years  Show more"
ikman.lk,https://ikman.lk/en/ad/new-2story-single-housw-rajagiriya-fairway-apartment-5-rooms-for-rent-colombo,New 2Story Single Housw Rajagiriya Fairway Apartment 5 Rooms,350000,"Rajagiriya Faairway Apartment, Rajagiriya, Colombo",4,3,4500,0,Posted on 21 Apr 9:14 pm,Rajagiriya,Colombo,Company Name : Daraa Salam Properties               > Rent Property >                                  Established in 2019 [6th Annevesarry ]  Note 1 : Half Month Broker                   Fess Aply   Note 2 : No Fake Agents Plz  Note 3 : We Do Short Term                    Long Term                  * Apartment & House *                  ' Lanka & Abroad *  Note 4 : Check Our Properties   Ikman. Lk Instagram & Tik Tok  Show more
ikman.lk,https://ikman.lk/en/ad/2story-semi-tile-single-house-maradana-5-rooms-with-parking-for-rent-colombo,2Story Semi Tile Single House Maradana 5 Rooms with parking,350000,"Maradana Junction, Colombo 8, Colombo",5,3,4500,0,Posted on 21 Apr 9:14 pm,Colombo 8,Colombo,Company Name : Daraa Salam Properties               > Rent Property >                                  Established in 2019 [6th Annevesarry ]  Note 1 : Half Month Broker                   Fess Aply   Note 2 : No Fake Agents Plz  Note 3 : We Do Short Term                    Long Term                  * Apartment & House *                  ' Lanka & Abroad *  Note 4 : Check Our Properties   Ikman. Lk Instagram & Tik Tok  Show more
ikman.lk,https://ikman.lk/en/ad/two-storey-luxury-house-for-rent-in-boralesgamuwa-for-rent-colombo-6,Two Storey Luxury House for Rent in Boralesgamuwa,175000,"Boralesgamuwa,. Gangarama Rd, Boralesgamuwa, Colombo",4,4,4000,14,Posted on 27 Apr 5:34 am,Boralesgamuwa,Colombo,"Two Storey Luxury House for Rent in Boralesgamuwa  4 bedroom   3.5 toilets   Two living areas   Pantry opens to living and living opens to nicely landscaped large garden.    Fully equipped bar and entertainment area Indoor garden with  a large fish pond.   Upstiars large lounge opens to large out door balcony.   Master bedroom with attached toilets and large walking closet.   Mater toilet with his and her areas.   Maids room and toilet, store room parking for two vehicles.   15 perch and building square feet is 3880.  Rent 175,000 3 months deposit+ 6 months advance rent   Show more"
ikman.lk,https://ikman.lk/en/ad/fully-furnished-house-for-rent-in-mount-lavinia-close-to-galle-road-for-rent-colombo-1,Fully Furnished House for Rent in Mount Lavinia Close to Galle Road,130000,"Mount Lavinia Close to Galle Road, Mount Lavinia, Colombo",3,3,1250,7,Posted on 07 May 10:45 am,Mount Lavinia,Colombo,"WELCOME 🙏  PLEASE PROVIDE THIS CODE FOR INQUIRIES MCH 536  🟣 3 BEDROOM   🟣 3 BATHROOM   🟣 TILED FLOOR   🟣 ELECTRICITY WATER SEPARATE   🟣 NO PARKING   🟣 PETS NOT ALLOWED   🟣 ONLY SINHALA TAMIL FAMILY   🟣 SMALL FAMILY LAST 4 MEMBERS   🟣 STUDENT PURPOSE & BACHILLERS LAST 5 MEMBERS ( MONTHLY RENTAL 150,000)  🟣 REFUND DOUBLE DEPOSIT 4 MONTH   🟣 HALF MONTH BROKER FEE   🟣 PARADISE REAL ESTATE SOLUTION   🟣 LALINDA SILVA  Show more"
ikman.lk,https://ikman.lk/en/ad/2-storey-fully-furnished-house-rent-in-mount-lavinia-for-rent-colombo-1,2 Storey Fully Furnished House Rent in Mount Lavinia,100000,"Mount Lavinia Watarappala Road, Mount Lavinia, Colombo",2,2,1150,18,Posted on 07 May 10:45 am,Mount Lavinia,Colombo,"WELCOME 🙏  PLEASE PROVIDE THIS CODE FOR INQUIRIES MCH 535  🟣 2 BEDROOM   🟣 2 BATHROOM   🟣 LIVING,DINNING & PANTRY   🟣 1 BEDROOM WITH AC & ATTACHED BATHROOM    🟣 TILED FLOOR   🟣 2 VEHICLE PARKING SPACE   🟣 PETS NOT ALLOWED   🟣 ONLY SINHALA TAMIL FAMILY   🟣 600 M TO S.THOMAS COLLEGE   🟣 REFUND DOUBLE DEPOSIT 4 MONTH   🟣 HALF MONTH BROKER FEE   🟣 PARADISE REAL ESTATE SOLUTION  🟣 LALINDA SILVA  Show more"
ikman.lk,https://ikman.lk/en/ad/spacious-ground-house-floor-rent-in-mount-lavinia-stritas-road-for-rent-colombo,Spacious Ground House Floor Rent in Mount Lavinia St.Ritas Road,100000,"Mount Lavinia St.Ritas Road, Mount Lavinia, Colombo",3,2,1250,16,Posted on 07 May 10:45 am,Mount Lavinia,Colombo,"WELCOME 🙏  PLEASE PROVIDE THIS CODE FOR INQUIRIES MCH 534  🟣 3 BEDROOM   🟣 2 BATHROOM   🟣 TILED FLOOR   🟣 PARKING AVAILABLE   🟣 ROLLER GATE   🟣 ONLY TAMIL,CHRISTIAN & HINDU   🟣 PETS NOT ALLOWED   🟣 CURRENT WATER INCLUDE   🟣 REFUND DOUBLE DEPOSIT 5 MONTH   🟣 HALF MONTH BROKER FEE   🟣 PARADISE REAL ESTATE SOLUTION   🟣 LALINDA SILVA  Show more"
ikman.lk,https://ikman.lk/en/ad/newly-built-upper-floor-for-rent-lake-rd-palawatha-batharamulla-for-rent-colombo,Newly built Upper floor for rent lake rd palawatha batharamulla,125000,"Batharamulla, Battaramulla, Colombo",3,3,1200,12,Posted on 25 Apr 10:25 am,Battaramulla,Colombo,"Ref Ref No.20018  Talawatugoda ,Lake Road , newly built upstair unit on rent.2nd floor.   * 03 BDs with 1 AC  * 03 Baths with hot water  * Utility Room  * Modern Pantry  * Balcony  * Garage for 01 vehicle  * Rs.125000.00  * 3 months advance  * Agent fee is half a month of rent   Show more"
ikman.lk,https://ikman.lk/en/ad/house-for-rent-off-kumaragewatta-pelawatta-battaramulla-2173c-for-rent-colombo-1,House For Rent Off Kumaragewatta Pelawatta Battaramulla [ 2173C ],225000,"Battaramulla, Colombo",5,3,3200,6,Posted on 15 Apr 4:51 pm,Battaramulla,Colombo,"House/ Office For Rent Off Kumaragewatta Pelawatta Battaramulla [ 2173C ]    Per Month : 225,000/=  ( Nearest offers can be considered  )  * 02 storey modern house   * Furnished property   * 50 meters to the main road ( Pannipitiya Road)  * Suitable for Residencial or commercial purpose   * 06 perches land   * 05 bedrooms + store room   * 03 bathrooms   * 3,200 square feet   * 02 Rooms with A/C  * Solar Hot water   * 3 storeied building with furniture (Roof Terrace with many features)  * One bathroom in each floor and outdoor Toilet + Washing Bay  * fully equipted pantry   * Single vehicle parking and outdoor parking space available  * Close proximity to public transportation, supermarkets, banks, restaurants, hospitals, schools and all the amenities   * STRICTLY NO brokers or 3rd parties please   *  NO guest houses, spas and hotels  Show more"
ikman.lk,https://ikman.lk/en/ad/house-for-rent-off-passport-office-battaramulla-2174c-for-rent-colombo-2,House For Rent Off Passport Office Battaramulla [ 2174C ],250000,"Battaramulla, Colombo",4,3,4000,7,Posted on 15 Apr 4:51 pm,Battaramulla,Colombo,"House/ Office For Rent Off Passport Office Battaramulla [ 2174C ]    Per Month : 250,000/=  * 3 storey modern house   * 7 perches land  * 4,000 square feet   * 100 meters from the main road   * 04 bedrooms   * 03 bathrooms   * Located in a highly residential secure area   * Close proximity to immigration and emigration office, Sethsiripaya, Isurupura, Waters Edge, diyatha uyana, public transportation, the Parliament, banks, restaurants  super markets, universities , schools and all the amenities   * Living and dining area   * Kitchen with fitted pantry   * TV lobby   * Maid's room with washroom   * Suitable for Residencial or commercial purpose   * 02 car parkings   * STRICTLY NO brokers or 3rd parties please   * No spas, guest houses or hotels  Show more"
ikman.lk,https://ikman.lk/en/ad/colombo-5-fully-furnished-luxury-2-story-house-for-rent-mg1247-for-rent-colombo,"Colombo 5, Fully Furnished Luxury 2 Story, House For Rent (MG1247)",400000,"Ramsey Gardens, Colombo 5, Colombo 5, Colombo",4,4,3000,11,Posted on 30 Mar 5:05 pm,Colombo 5,Colombo,"Ref: LEC-MG1247  ✅✅please quote this reference when calling  ⏰ CALL BETWEEN 9am TO 6pm  Kindly read all the details of this ad here before contacting us  📌️📌️📌️📌️📌️📌️📌️📌️📌  Leased/Rented By :                           Lucky Earth Ceylon                     💲A commission payment equivalent to rent of  1/2  month's rent (for residential use) is applicable. For commercial use or rented by a Commercial entity, a fee of 1 month's rent is applicable.   අපගේ සේවාවන් ඉහත ගාස්තු වලට යටත් බව කරුණාවෙන් සලකන්න💲   📌️📌️📌️📌️📌️📌️📌️📌️                                        💥Please make a prior appointment for viewing  💥ස්තානය පරික්ෂා කිරීමට පෙර කාලය කලින් වෙන් කරවා ගැනීමට කාරුණික වන්න  ✅Price may be negotiated after inspecting the property  💲Monthly rental : 400,000  💰Refundable deposit :6 months  🗓️Minimum rental period : 1 Year  FLOODING FREE   🐕😸❤️ Pet friendly   Residential only   Very scenic , Calm, & quiet  environment   All amenities near by   Rooftop   30 Foot access road   Chinese Nationals will not be entertained   Locals & Indians are welcome   Overlooking diyawanna oya from the rooftop   Prefer long term tenant   This is a luxurious fully furnished,2 story house with a rooftop & back garden.  Parapet wall   2 X, Roller gates  Fitted Pantry   Fully tiled   Ceiling fans   Air conditioned   2X Dinning area   Living   4 Air conditioned Bedrooms   4 Bathrooms,2 attached   Servent & Drivers rooms  Garage for 2 vehicles  Ample Parking on the street   Show more"
ikman.lk,https://ikman.lk/en/ad/thalawathugoda-unfurnished-3-story-eco-friendly-house-for-rent-zm1036-for-rent-colombo,"Thalawathugoda Unfurnished 3 Story, Eco Friendly House For Rent (ZM1036)",300000,"Hokandara Road, Thalawathugoda, Talawatugoda, Colombo",6,6,2800,20,Posted on 30 Mar 5:05 pm,Talawatugoda,Colombo,"Ref: LEC-ZM1036  ✅✅please quote this reference when calling  ⏰ CALL BETWEEN 8.30am TO 7pm  Kindly read all the details of this ad here before contacting us  📌️📌️📌️📌️📌️📌️📌️📌️📌  Sold /Rented By :                           Lucky Earth Ceylon                     💲A commission payment equivalent to rent of  1/2 month (for residential use) or 1 months (for commercial use)  is applicable 💲   📌️📌️📌️📌️📌️📌️📌️📌️                          ⏰Please make a prior appointment for viewing  ⏰ස්තානය පරික්ෂා කිරීමට පෙර කාලය කලින් වෙන් කරවා ගැනීමට කාරුණික වන්න  ✅Price can be negotiated after inspecting the property  💲Monthly rental : 300,000 (residence)  💲Monthly rental : 350,000 (commercial)  💰Refundable deposit : 6 months  🗓️Minimum rental period :1  Year  😸🐕❤️Pet friendly   Eco friendly living with luxury   Residential use only  Prefer long term tenant   This is a 3 story large Unfurnished house   Parapet wall   Roller gate   Fully tiled flooring   Ceiling fans   Dinning   Living   5 Air conditioned Bedrooms   5 Attached bathrooms   Servent room with bathroom   3 vehicles parking lot   Show more"
ikman.lk,https://ikman.lk/en/ad/dehiwala-hil-street-4-storey-house-available-for-rent-for-rent-colombo,Dehiwala Hil Street 4 Storey House available for Rent,800000,"Dehiwala Hill Street, Dehiwala, Colombo",6,6,6000,15,Posted on 03 May 4:33 pm,Dehiwala,Colombo,"Dehiwala Hill Street Property available for rent    # Facing main road   # 100m from dehiwala junction   # 4 floors with roof top  # Ground  floor- Seperate kitchen,   pantry and storage room, spacious living and dining room  # 1st floor- 3 rooms with attach bath rooms   # 2nd floor - 3 rooms with attach bath rooms   # 3- floor- roof top with Colombo skyline and ocean view   # Total over 6000 SQF  # 3 vehicle car park  # Asking - 800,000/- per month, Negotiable   # 6 months key money/ security deposit 2 months  Show more"
ikman.lk,https://ikman.lk/en/ad/new-2story-single-house-batramula-junction-4-rooms-for-rent-colombo,New 2Story Single House Batramula Junction 4 Rooms,150000,"Batramula Junction, Rajagiriya, Colombo",4,4,4500,0,Posted on 21 Apr 9:14 pm,Rajagiriya,Colombo,Company Name : Daraa Salam Properties               > Rent Property >                                  Established in 2019 [6th Annevesarry ]  Note 1 : Half Month Broker                   Fess Aply   Note 2 : No Fake Agents Plz  Note 3 : We Do Short Term                    Long Term                  * Apartment & House *                  ' Lanka & Abroad *  Note 4 : Check Our Properties   Ikman. Lk Instagram & Tik Tok  Show more
ikman.lk,https://ikman.lk/en/ad/house-for-lease-for-rent-colombo-1347,House for Lease Colombo 8,9000,"Colombo 8, Colombo",2,1,400,2,Posted on 30 Mar 4:13 pm,Colombo 8,Colombo,"💰 Price: 2200000  📅 Monthly Rent: 9,000  🏡 Newly built house  🎨 Fully painted and well-maintained  🌬️ Good ventilation and airy spaces  💬 Price is negotiable  🚫 No brokers – direct deal only  Show more"
ikman.lk,https://ikman.lk/en/ad/single-storied-04-bedroom-house-for-rent-at-attidiya-em023ss-for-rent-colombo,Single Storied 04 Bedroom House for Rent at Attidiya (EM023SS),225000,"Attidiya, Dehiwala, Colombo",4,3,0,16,Posted on 26 Apr 8:48 am,Dehiwala,Colombo,"Single Storied 04 Bedroom House for Rent at Attidiya | LKR 225,000 (Negotiable) | EM023SS  Property Details:  Property Type: House  Location: Attidiya  Size: 16 Perch  Bedrooms: 04  Bathrooms: 03  Maid’s room and washroom available  Furnished Status: Unfurnished  Parking Capacity: 2 Vehicles  Special Highlights:  Fully tiled flooring  Maid’s room and washroom available with separate access  Highly residential area  Walking distance to supermarkets  Ideal for families, expatriates  Rent: LKR 225,000 per month (Negotiable)   Please contact Emil Realtors for more details.  Show more"
ikman.lk,https://ikman.lk/en/ad/3bed-house-for-rent-in-colombo-06-sp1125-for-rent-colombo,3BED HOUSE FOR RENT IN COLOMBO 06 (SP1125),365000,"Wellawatta Colombo 06, Colombo 6, Colombo",3,3,2800,12,Posted on 25 Apr 10:25 am,Colombo 6,Colombo,👉 Two  Storied House for Rent in Colombo 06  👉 Safe and Peaceful Neighborhood   👉 Suitable for Working Professional Family   👉 4months Refundable Deposit   👉 4minutes to Wellawatta   👉 9minuties to Bambalapitiya  👉 13minutes to Dehiwala   👉 All the Conveniences are within 2minutes   👉 3Bedrooms with Ac   👉 3Bathrooms with Hot Water   👉 Fully Tiled Floor   👉 Living Dining with Pantry   👉 Parking Space Available   💰1/2 MONTH AGENT FEE WILL APPLIED 💰   ♣️ Please feel free to contact me through mobile 📞  Show more
ikman.lk,https://ikman.lk/en/ad/spacious-2nd-floor-house-rent-in-mount-lavinia-watarappala-road-for-rent-colombo,Spacious 2nd Floor House Rent in Mount Lavinia Watarappala Road,75000,"mount Lavinia Watarappala Road, Mount Lavinia, Colombo",2,1,750,12,Posted on 07 May 10:45 am,Mount Lavinia,Colombo,WELCOME 🙏  PLEASE PROVIDE THIS CODE FOR INQUIRIES MCH 533  🟣 2 BEDROOM   🟣 1 BATHROOM   🟣 SEMI TILED FLOOR   🟣 ELECTRICITY WATER SEPARATE   🟣 PARKING AVAILABLE   🟣 SUITABLE COUPLE OR SMALL FAMILY   🟣 ONLY SINHALA TAMIL FAMILY   🟣 PETS NOT ALLOWED   🟣 1KM TO S.THOMAS COLLEGE   🟣 REFUND DOUBLE DEPOSIT 6TH MONTH   🟣 HALF MONTH BROKER FEE   🟣 PARADISE REAL ESTATE SOLUTION   🟣 LALINDA SILVA  Show more
ikman.lk,https://ikman.lk/en/ad/1st-floor-house-for-rent-in-mount-lavinia-for-rent-colombo-2,1st Floor House for Rent in Mount Lavinia,100000,"Mount Lavinia St.Meris Road, Mount Lavinia, Colombo",3,2,1100,12,Posted on 07 May 10:45 am,Mount Lavinia,Colombo,WELCOME 🙏  PLEASE PROVIDE THIS CODE FOR INQUIRIES MCH 531  🟣 3 BEDROOM   🟣 2 BATHROOM   🟣 ELECTRICITY WATER SEPARATE   🟣 TILED FLOOR   🟣 SMALL CAR PARKING AVAILABLE   🟣 1KM TO S.THOMAS COLLEGE   🟣 ONLY SINHALA TAMIL FAMILY   🟣 REFUND DOUBLE DEPOSIT 4 MONTH   🟣 HALF MONTH BROKER FEE   🟣 PARADISE REAL ESTATE SOLUTION   🟣 LALINDA SILVA  Show more
ikman.lk,https://ikman.lk/en/ad/single-house-4-bedrooms-for-rent-colombo,Single House 4 Bedrooms,150000,"Borella Junction, Colombo 8, Colombo",4,3,3500,0,Posted on 21 Apr 9:14 pm,Colombo 8,Colombo,Company Name : Daraa Salam Properties               > Rent Property >                                  Established in 2019 [6th Annevesarry ]  Note 1 : Half Month Broker                   Fess Aply   Note 2 : No Fake Agents Plz  Note 3 : We Do Short Term                    Long Term                  * Apartment & House *                  ' Lanka & Abroad *  Note 4 : Check Our Properties   Ikman. Lk Instagram & Tik Tok  Show more
ikman.lk,https://ikman.lk/en/ad/2nd-floor-house-for-rent-in-dehiwala-nadimala-close-to-gateway-college-for-rent-colombo-1,2nd Floor House for Rent in Dehiwala Nadimala Close to Gateway College,125000,"Dehiwala Nadimala Close to Gateway College, Dehiwala, Colombo",3,2,1100,12,Posted on 07 May 10:45 am,Dehiwala,Colombo,WELCOME 🙏  PLEASE PROVIDE THIS CODE FOR INQUIRIES DCH 127  🟣 3 BEDROOM   🟣 2 BATHROOM   🟣 1 COMMON BATHROOM & SERVANT BATHROOM   🟣 TILED FLOOR   🟣 ELECTRICITY WATER SEPARATE   🟣 PARKING AVAILABLE   🟣 REFUND DOUBLE DEPOSIT 5 MONTH   🟣 HALF MONTH BROKER FEE   🟣 PARADISE REAL ESTATE SOLUTION   🟣 LALINDA SILVA  Show more
ikman.lk,https://ikman.lk/en/ad/1st-floor-house-dehiwala-close-to-galle-road-for-rent-colombo,1st Floor House Dehiwala Close to Galle Road,70000,"Dehiwala Close to Galle Road, Dehiwala, Colombo",2,1,650,6,Posted on 07 May 10:45 am,Dehiwala,Colombo,WELCOME 🙏  PLEASE PROVIDE THIS CODE FOR INQUIRIES DCH 126  🟣 2 BEDROOM   🟣 1 BATHROOM   🟣 ELECTRICITY WATER SEPARATE   🟣 ONLY BIKE PARKING   🟣 OUTSIDE CAR PARKING   🟣 LAST 4 MEMBERS   🟣 SUITABLE COUPLE OR SMALL   FAMILY   🟣 REFUND DOUBLE DEPOSIT 6TH MONTH   🟣 HALF MONTH BROKER FEE   🟣 PARADISE REAL ESTATE SOLUTION   🟣 LALINDA SILVA  Show more
ikman.lk,https://ikman.lk/en/ad/two-storey-house-for-rent-nawala-for-rent-colombo-3,Two-Storey House for Rent Nawala,400000,"Sananayaka road, Nawala, Colombo",6,4,4500,18,Posted on 30 Mar 10:08 am,Nawala,Colombo,Old house   Good for office stores or hostel   Parking for six vehicles   Can be divided two unit   200m to main road
ikman.lk,https://ikman.lk/en/ad/moratuwa-2br-2000sf-house-for-rent-at-egoda-uyana-for-rent-colombo,"Moratuwa : 2BR (2,000sf) House for Rent at Egoda Uyana",110000,"Mahawatta road, Egoda Uyana, Moratuwa, Moratuwa, Colombo",2,1,2000,10,Posted on 29 Apr 3:51 pm,Moratuwa,Colombo,"Code : RMRM 965  ( Please Mention this code number when you are  calling to us)  (මෙම දේපළ ගැන ගැන වැඩිදුර විස්තර දැනගැනීමට අපට කතා කරන විට, ඉහත සඳහන් කෝඩ් එක, අප වෙත පවසන්න.)  Two bedrooms House for Rent at Mahawatta road, Egoda Uyana, Moratuwa.  Only 1st floor rent.  850m to Egoda Uyana  7.5km to Moratuwa.  Living Area, Dinning Area, Modern Kitchen with Pantry Cupboards Available.  One bathroom.  Hot water available.  Parking for one vehicle.  6 months security deposit.  Minimum rent period one year.  Sri Lankans & Foreigners Are Welcome to rent this, 2BR House Available for Immediate rent in Moratuwa.  No Brokers Please.  Show more"
ikman.lk,https://ikman.lk/en/ad/colombo-4-unfurnished-2nd-floor-apartment-for-rent-mg1241-for-rent-colombo,"Colombo 4, Unfurnished, 2nd Floor Apartment For Rent (MG1241)",250000,"Wajira Road, Colombo 4, Colombo 4, Colombo",4,3,3100,0,Posted on 30 Mar 9:26 am,Colombo 4,Colombo,"Ref: LEC-MG1241  ✅✅please quote this reference when calling  ⏰ CALL BETWEEN 9am TO 6pm  Kindly read all the details of this ad here before contacting us  📌️📌️📌️📌️📌️📌️📌️📌️📌  Leased/Rented By :                           Lucky Earth Ceylon                     💲A commission payment equivalent to rent of  1/2  month's rent (for residential use) is applicable. For commercial use or rented by a Commercial entity, a fee of 1 month's rent is applicable.   අපගේ සේවාවන් ඉහත ගාස්තු වලට යටත් බව කරුණාවෙන් සලකන්න💲   📌️📌️📌️📌️📌️📌️📌️📌️                                        💥Please make a prior appointment for viewing  💥ස්තානය පරික්ෂා කිරීමට පෙර කාලය කලින් වෙන් කරවා ගැනීමට කාරුණික වන්න  ✅Price may be negotiated after inspecting the property  💲Monthly rental : 250,000 (including maintenance)  💰Refundable deposit :9 months Advance payment & 3 months Refundable deposit.  🗓️Minimum rental period : 1 Year , Contract to be renewed annually.  FLOODING FREE   😸🐕❤️ Pet friendly   Highly residential area   Decent neighbors   All amenities near by   Prefer Singhala or Tamil tenant's   Long term contract possible,  Contract to be renewed annually.  Residential only   This is a 2nd floor Unfurnished apartment in a 5 story building.  Fitted Pantry   Fully tiled Ceiling fans   Living   Dining   4 Bedrooms With A/C  3 attached bathroom   2 parking spots   Show more"
ikman.lk,https://ikman.lk/en/ad/piliyandala-makuluduwa-5-bed-rooms-luxury-house-for-rent-for-rent-colombo,Piliyandala Makuluduwa 5 Bed Rooms Luxury House For Rent,200000,"Piliyandala Makuluduwa, Piliyandala, Colombo",5,5,2500,10,Posted on 03 May 4:33 pm,Piliyandala,Colombo,Piliyandala Makuluduwa Luxury  House For Rent  # 5 Bedrooms   #  Attached 5 Bath Rooms  #  Servant Facility    # Kitchen Pantry   # Large Sitting Dinning Area  # Parking 4 Vehicle's  #   All Rooms  Air Conditioning.  #  Solar power  No Bills   # CCTV Camera   # Monthly rent 2 /= Lacks    # With Furniture   # 6 Months Advance Refundable.  Show more
ikman.lk,https://ikman.lk/en/ad/house-for-rent-colombo-13-for-rent-colombo-2,House for Rent Colombo 13,100000,"85/9 kotahena street colombo 13, Colombo 13, Colombo",2,2,966,3.5,Posted on 06 Apr 12:57 pm,Colombo 13,Colombo,"A house is available for rent in Kotahena. It includes one spacious living room, two bedrooms, and two bathrooms, with one bedroom featuring an attached bathroom. Separate parking facilities are also available. Ideal for a small family looking for a comfortable and convenient living space."
